A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,LABEL
49916,7548,56017,63565,-13649,2000,12574,0,0,4683,-1603,3080,0
50588,8955,56259,65214,-14626,2000,12574,0,0,4619,-2562,2057,0
50813,9620,55714,65334,-14521,2000,12574,0,0,5550,-1967,3583,0
53074,10111,59106,69217,-16143,2000,12574,0,0,9096,-7168,1928,0
53621,10641,59909,70550,-16929,2000,12574,0,0,6042,-3106,2936,0
55210,10584,62126,72710,-17500,2000,12574,0,0,6560,-3368,3192,0
54971,11248,60988,72236,-17265,2000,12574,0,0,5452,-2202,3250,0
54535,11652,59084,70736,-16201,2000,12574,0,0,5483,-1593,3890,0
53717,11754,57384,69138,-15421,2000,12574,118,0,5419,-1567,3852,0
57285,11646,53667,65313,-8028,2000,12574,118,0,5070,-1668,3402,0
60645,11351,51633,62984,-2339,2000,12574,118,0,5448,-1666,3782,0
59470,11072,50222,61294,-1824,2000,12574,118,0,5827,-1732,4095,0
58472,11008,48646,59654,-1182,2000,12574,118,0,6000,-1668,4332,0
58363,10926,49058,59984,-1621,2000,12574,118,0,6269,-1960,4309,0
58089,11818,48273,60091,-2002,2000,12574,118,0,6168,-2490,3678,0
58367,12992,46210,59202,-835,2000,12574,118,0,6422,-2585,3837,0
58954,13761,45637,59398,-444,2000,12574,118,0,5970,-1790,4180,0
58499,12422,46602,59024,-525,2000,12574,118,0,5785,-1901,3884,0
57870,13392,44116,57508,362,2000,12574,118,0,5865,-1905,3960,0
59111,8302,50758,59060,51,2000,12574,118,0,5930,-1994,3936,0
59461,8762,48931,57693,1768,14574,0,118,0,7166,-1957,5209,0
61087,10115,47226,57341,3746,14574,0,118,0,7108,-1986,5122,0
61430,9948,46836,56784,4646,14574,0,118,0,6524,-1828,4696,0
61818,10780,45111,55891,5927,51,5876,118,0,6893,-1794,5099,0
24,1,0,1,23,330,1,0,0,0,0,0,0
30,8,0,8,22,389,1,0,0,0,0,0,0
33,1,0,1,32,410,1,0,0,0,0,0,0
27,0,0,0,27,409,1,0,0,0,0,0,0
58,27,0,27,31,464,1,0,0,0,0,0,0
56,2,0,2,54,464,1,0,0,26,0,26,0
106,45,0,45,61,464,1,0,0,26,0,26,0
437,369,0,369,68,464,1,0,0,25,0,25,0
79,3,0,3,76,464,1,0,0,26,0,26,0
62,3,0,3,59,464,1,0,0,25,0,25,0
104,42,0,42,62,464,1,0,0,26,0,26,0
53,14,0,14,39,464,1,0,0,26,0,26,0
60,12,0,12,48,464,1,0,0,26,0,26,0
41,12,0,12,29,469,1,0,0,26,0,26,0
7678,7664,0,7664,14,469,1,0,0,26,0,26,0
37,6,0,6,31,489,1,0,0,25,0,25,0
40,7,0,7,33,489,1,0,0,26,0,26,0
53,7,0,7,46,524,1,0,0,26,0,26,0
60,29,0,29,31,574,1,0,0,26,0,26,0
62,49,0,49,13,574,1,0,0,25,0,25,0
21,38,0,38,-17,574,1,0,0,26,0,26,0
30,31,0,31,-1,622,1,0,0,25,0,25,0
75,34,0,34,41,681,1,0,0,26,0,26,0
35,31,0,31,4,680,1,0,0,26,0,26,0
82,72,0,72,10,720,1,0,0,26,0,26,0
116,97,0,97,19,776,1,6,0,26,0,26,0
120,146,0,146,-26,776,1,24,0,25,0,25,0
24,33,0,33,-9,791,1,0,0,26,0,26,0
48,54,0,54,-6,791,1,0,0,26,0,26,0
24,35,0,35,-11,822,61,0,0,9,0,9,0
139,7,0,7,132,822,279,0,0,0,0,0,0
80,6,0,6,74,1099,1,0,0,-1,0,-1,0
18,10,0,10,8,1109,0,0,0,0,0,0,0
31,8,0,8,23,1220,0,0,0,0,0,0,0
28,90,0,90,-62,1220,0,0,0,0,0,0,0
36,7,0,0,29,1420,0,0,0,0,0,0,0
36,8,0,8,28,1480,1,0,0,0,0,0,0
45,6,0,6,39,1660,1,0,0,0,0,0,0
68,8,0,8,60,1800,1,0,0,0,0,0,0
85,7,0,0,43,1855,0,0,0,0,0,0,0
824439,66308,34729,101037,723402,525130,192224,0,0,0,0,0,0
807772,45277,27600,72877,734895,525130,203837,0,0,0,0,0,0
811135,31284,38571,69855,741280,530011,204967,0,0,0,0,0,0
865976,81385,22478,103863,762113,530011,229729,0,0,0,0,0,0
858541,75510,3684,79194,779347,547736,229729,0,0,0,0,0,0
832406,80034,2503,82537,749869,555983,217333,0,0,0,0,0,0
819820,17614,3699,21313,798507,593718,217320,0,0,0,0,0,0
805961,7644,3094,10738,795223,593718,201009,0,0,0,0,0,0
841015,6040,2473,8513,832502,593718,201008,0,0,0,0,0,0
751544,5503,2462,7965,743579,593718,116008,0,0,0,0,0,0
51900,8393,2441,10834,41066,7662,6008,0,0,0,0,0,0
48341,10287,2420,12707,35634,7662,26678,0,0,0,0,0,0
45935,6438,3845,10283,35652,7662,26678,0,0,0,0,0,0
45971,7991,2387,10378,35593,7662,26678,0,0,0,0,0,0
46131,8032,2383,10415,35716,7662,26678,0,0,0,0,0,0
139414,1539,2361,3900,135514,107662,26668,0,0,0,0,0,0
142496,2228,2371,4599,137897,107662,26668,0,0,0,0,0,0
146075,3119,2482,5601,140474,107662,26668,0,0,0,0,0,0
149472,4165,2431,6596,142876,107662,26668,0,0,0,0,0,0
153416,7542,2491,10033,143383,107662,34337,0,0,0,0,0,0
153841,4964,2401,7365,146476,107662,34337,0,0,0,0,0,0
158340,6190,2378,8568,149772,107662,34336,0,0,0,0,0,0
162480,7266,2383,9649,152831,107662,34337,0,0,0,0,0,0
164437,8584,3930,12514,151923,107662,43089,1587,0,0,0,0,0
163094,5204,3296,8500,154594,107662,43089,1482,0,0,0,0,0
165715,5968,3154,9122,156593,107662,43089,1414,0,0,0,0,0
167643,6565,3155,9720,157923,107662,43089,1415,0,0,0,0,0
168030,4854,2754,7608,160422,107662,53425,1014,0,0,0,0,0
173886,6084,2751,8835,165051,107662,50925,1011,0,0,0,0,0
178001,4531,6130,10661,167340,107662,51147,1746,0,0,0,0,0
184031,3183,8881,12064,171967,107662,51147,1791,0,0,0,0,0
184837,8563,3727,12290,172547,107662,59674,1658,0,0,0,0,0
183425,3748,3609,7357,176068,107662,59674,109,0,0,0,0,0
188518,6390,2347,8737,179781,107662,59674,114,0,0,0,0,0
191600,7279,2267,9546,182054,107662,59674,118,0,0,0,0,0
190110,9258,1859,11117,178993,107662,70419,119,0,0,0,0,0
188035,4063,3195,7258,180777,107662,70419,112,0,0,0,0,0
190076,4480,3199,7679,182397,107662,70419,116,0,0,0,0,0
194387,6898,1868,8766,185621,107662,70419,128,0,0,0,0,0
192154,5007,3204,8211,183943,107662,76821,121,0,0,0,0,0
2723854,93484,45135,138619,2585235,3524400,50454,20,0,0,0,0,0
4298334,106396,1058544,1164940,3133394,3989125,46699,20,0,0,0,0,0
4318958,95208,1318554,1413762,2905196,3989537,49256,10400,0,0,0,0,0
4379763,124700,1276519,1401219,2978544,3988744,50330,36621,0,0,0,0,0
4396034,124901,1248720,1373621,3022413,3988744,54604,66,0,0,0,0,0
4285172,141061,1569004,1710065,2575107,3987844,-30823,66,0,0,0,0,0
4430897,286340,1647116,1933456,2497441,3988818,-24206,27,0,0,0,0,0
4585933,445557,1701796,2147353,2438580,4288819,-18810,2,0,0,0,0,0
5529173,328958,1751383,2080341,3448832,5356521,-21135,2,0,0,0,0,0
5093670,85610,2002830,2088440,3005230,5356521,-23328,2,0,0,0,0,0
3957899,2108747,78048,2186795,1771104,5356521,-26260,3856,0,0,0,0,0
3788941,2291458,82890,2374348,1414593,5356521,-29653,3856,0,0,0,0,0
3753390,129960,2279344,2409304,1344086,5356521,-30954,3886,0,0,0,0,0
2727976,968453,2326755,3295208,-567232,5356521,-31258,3854,0,0,0,0,0
3055126,1023065,2687928,3710993,-655867,5356521,-33847,3913,0,0,0,0,0
3328555,1202111,2953724,4155835,-827280,5356521,-33362,4148,0,0,0,0,0
1417965,1255370,1254462,2509832,-1091867,5356521,-34973,4143,0,0,0,0,0
351973,1339238,155975,1495213,-1143240,5356521,-36203,4209,0,0,0,0,0
427684,1073434,201889,1275323,-847639,5356521,-36203,4209,0,0,0,0,0
424691,902917,255929,1158846,-734155,5356521,-36203,373,0,0,0,0,0
259693,922420,229671,1152091,-892398,5356521,-36203,373,0,0,0,0,0
207922,1022009,73296,1095305,-887383,5356521,-36287,321,0,0,0,0,0
202177,1050198,69880,1120078,-917901,5356521,-36287,372,0,0,0,0,0
180108,593876,59661,653537,-473429,5356521,-36287,372,0,0,0,0,0
180226,595926,45870,641796,-461570,5356521,-36287,401,0,0,0,0,0
181244,646866,14393,661259,-480015,5356521,-36287,401,0,0,0,0,0
188279,648817,20758,669575,-481296,5356521,-36287,401,0,0,0,0,0
190593,669708,22414,692122,-501529,5356521,-36287,401,0,0,0,0,0
183303,677843,14952,692795,-509492,5356521,-36287,401,0,0,0,0,0
186846,715687,18007,733694,-546848,5356521,-36287,401,0,0,0,0,0
184772,727564,19333,746897,-562125,5356521,-36287,401,0,0,0,0,0
181873,774142,19371,793513,-611640,-18329,-36287,401,0,0,0,0,0
180737,782088,17583,799671,-618934,-18329,-36287,401,0,0,0,0,0
181764,855656,17899,873555,-691791,-18329,-36287,401,0,0,0,0,0
184752,883979,20092,904071,-719319,-18329,-36287,401,0,0,0,0,1
160150,871558,20657,892215,-732065,-18329,-36287,401,0,0,0,0,1
163125,940545,23321,963866,-800741,-18329,-36287,401,0,0,0,0,1
165542,959992,25405,985397,-819855,-18329,-36287,401,0,0,0,0,1
167382,974064,27073,1001137,-833755,-18329,-36287,401,0,0,0,0,1
166319,953444,25808,979252,-812933,-18329,-36287,362,0,0,0,0,1
1861577,385223,240627,625850,1235727,1042353,150334,0,0,4191,-10126,-5935,0
1786252,319781,183909,503690,1282562,1053721,145819,0,0,1858,-11476,-9618,0
2196184,394594,428756,823350,1372834,1053893,146941,103435,0,39777,-29413,10364,0
2329183,498307,545224,1043531,1285652,1053893,231759,108698,0,233662,-120475,113187,0
2185807,351097,521085,872182,1313625,1060664,208802,114048,0,204169,-110537,93632,0
2047385,299970,370511,670481,1376904,1062413,210167,120570,0,238974,-118059,120915,0
2129365,313322,358082,671404,1457961,1062576,211456,125530,0,265594,-126000,139594,0
2103501,320726,413874,734600,1368901,1062576,309025,130162,0,260756,-136217,124539,0
2193593,349909,423200,773109,1420484,1068714,279189,132283,0,275861,-130204,145657,0
2109944,226853,402918,629771,1480173,1071077,280716,136258,0,249605,-135624,113981,0
2205704,273823,405037,678860,1526844,1071077,282201,143837,0,248315,-146291,102024,0
2144669,354195,342505,696700,1447969,1071077,377839,107941,0,271970,-150036,121934,0
2144638,373990,341276,715266,1429372,1071077,327148,112027,0,198521,-126630,71891,0
2113167,267076,391303,658379,1454788,1071077,327387,115134,0,182183,-123696,58487,0
2123551,280952,370009,650961,1472590,1071077,329004,117103,0,160327,-117542,42785,0
2126560,320633,376766,697399,1429161,1071077,361101,122561,0,137232,-111386,25846,0
2067869,354695,275978,630673,1437196,1071077,353237,32651,0,223320,-119515,103805,0
1998800,285722,269079,554801,1443999,1071077,355305,30546,0,156187,-121435,34752,0
2040355,270298,335125,605423,1434932,1071077,356812,30567,0,150437,-120881,29556,0
1987525,280086,300221,580307,1407218,1071077,335930,35688,0,146205,-115584,30621,0
1941594,321142,224696,545838,1395756,1071077,337057,36274,0,141368,-112878,28490,0
1831511,217136,222848,439984,1391527,1071077,338552,35445,0,143763,-120995,22768,0
1816587,236908,187728,424636,1391951,1071077,340048,39106,0,161450,-121403,40047,0
1817732,242944,185656,428600,1389132,1071077,320287,35440,0,148271,-126457,21814,0
1764664,216543,156299,372842,1391822,1071077,321038,35469,0,144046,-119658,24388,0
1854341,221838,261029,482867,1371474,1071077,321417,36474,0,119812,-117962,1850,0
1816335,209567,230956,440523,1375812,1071757,324095,33810,0,123167,-111053,12114,0
2569934,287569,951545,1239114,1330820,1071757,267697,32368,0,125521,-72100,53421,0
2542518,263590,947897,1211487,1331031,1071757,273871,32502,0,120387,-103991,16396,0
2530521,228470,975586,1204056,1326465,1071757,273264,33290,0,134848,-107985,26863,0
2638103,224560,1077107,1301667,1336436,1071757,274093,32912,0,150091,-112567,37524,0
2653689,250294,1062268,1312562,1341127,1071757,279768,32190,0,129458,-111860,17598,0
2648109,274847,1036075,1310922,1337187,1074497,282142,30562,0,137202,-120515,16687,0
2936191,252004,1341376,1593380,1342811,1074497,281422,29654,0,165410,-128221,37189,0
2959938,230649,1371786,1602435,1357503,1080407,282491,28498,0,145466,-111141,34325,0
2884951,171119,1361448,1532567,1352384,1081907,294800,29164,0,136748,-109520,27228,0
2876137,180261,1356019,1536280,1339857,1081907,295494,29007,0,133006,-110012,22994,0
2915401,187942,1402484,1590426,1324975,1081907,290004,32360,0,137674,-114693,22981,0
3888967,211183,1593578,1804761,2084206,1871895,264693,30768,0,121580,-113023,8557,0
3892710,224699,1570801,1795500,2097210,1871895,250718,34352,0,158621,-120221,38400,0
16712,1529,0,1529,15183,3150,11872,0,0,0,0,0,0
15455,94,0,94,15361,3150,11872,0,0,0,0,0,0
15682,140,0,140,15542,3150,12392,0,0,0,0,0,0
15897,1078,0,1078,14819,3150,11669,0,0,0,0,0,0
8794,900,0,900,7894,3150,3669,0,0,0,0,0,0
7909,6,0,6,7903,3150,3668,0,0,0,0,0,0
1136,10,0,10,1126,23,0,0,0,0,0,0,0
1146,12,0,12,1134,23,1111,0,0,0,0,0,0
1094,0,0,0,1094,23,1111,0,0,0,0,0,0
1094,2,0,2,1092,23,1111,0,0,0,0,0,0
1103,2,0,2,1101,23,1111,0,0,0,0,0,0
1117,1,0,1,1116,23,1111,0,0,0,0,0,0
1081,1,0,1,1080,23,1111,0,0,0,0,0,0
1082,0,0,0,1082,23,1111,0,0,0,0,0,0
1093,0,0,0,1093,23,1111,0,0,0,0,0,0
1108,0,0,0,1108,23,1085,0,0,0,0,0,0
1087,0,0,0,1087,23,1084,0,0,0,0,0,0
1095,0,0,0,1095,726,381,0,0,0,0,0,0
1116,2,0,2,1114,726,381,0,0,0,0,0,0
1130,6,0,6,1124,726,398,0,0,0,0,0,0
1125,6,0,6,1119,726,398,0,0,0,0,0,0
1122,18,0,18,1104,726,398,0,0,0,0,0,0
1120,1,0,1,1119,726,397,0,0,0,0,0,0
1129,2,0,2,1127,726,401,0,0,0,0,0,0
1127,2,0,2,1125,726,400,0,0,0,0,0,0
1121,1,0,1,1120,726,401,0,0,0,0,0,0
1110,0,0,0,1110,726,401,0,0,0,0,0,0
1094,0,0,0,1094,726,368,0,0,0,0,0,0
1038,0,0,0,1038,726,368,0,0,0,0,0,0
1025,2,0,2,1023,726,368,0,0,0,0,0,0
1018,0,0,0,1018,726,368,0,0,0,0,0,0
1016,0,0,0,1016,726,290,0,0,0,0,0,0
953,0,0,0,953,726,290,0,0,0,0,0,0
921,0,0,0,921,726,290,0,0,0,0,0,0
916,0,0,0,916,726,290,0,0,0,0,0,0
909,5,0,5,904,726,178,0,0,0,0,0,0
857,17,0,17,840,726,178,0,0,0,0,0,0
809,0,0,0,809,726,178,0,0,0,0,0,0
795,0,0,0,795,726,178,0,0,0,0,0,0
785,0,0,0,785,726,59,0,0,0,0,0,0
19925,1276,276,1552,18373,13708,4672,0,0,242,-194,48,0
18685,3192,0,3192,15493,13708,2672,0,0,375,-1415,-1040,0
18389,2793,0,2793,15596,13708,2672,0,0,128,-196,-68,0
21759,6176,0,6176,15583,13708,1875,0,0,183,-262,-79,0
21622,5978,0,5978,15644,13708,1875,0,0,93,-206,-113,0
17205,2120,0,2120,15085,15483,100,0,0,80,-652,-572,0
82279,67470,0,67470,14809,15483,-674,0,0,201,-516,-315,0
298431,276795,3056,279851,18580,15483,3097,45,0,8671,-421,8250,0
246165,230259,45,230304,15861,15483,378,45,0,5474,-1574,3900,0
642452,626644,0,626644,15808,15483,325,0,0,11759,-4031,7728,0
205591,185340,0,185340,20251,15483,4768,0,0,18553,-4248,14305,0
240148,220270,0,220270,19878,15483,4395,0,0,8658,-2763,5895,0
215607,196987,0,196987,18620,15483,3137,0,0,6383,-1133,5250,0
183878,164543,625,165168,18710,15483,3227,625,0,4455,-4905,-450,0
1919386,1901404,625,1902029,17357,12483,4874,625,0,231,-143,88,0
153391,133553,624,134177,19214,12483,6731,624,0,4995,-616,4379,0
134299,117850,624,118474,15825,12483,3342,624,0,207,-84,123,0
74664,57639,624,58263,16401,12483,3918,624,0,145,-225,-80,0
788356,767977,624,768601,19755,12483,7272,624,0,2837,-274,2563,0
214033,192729,1420,194149,19884,12483,7401,624,0,2119,-163,1956,0
124387,104941,1420,106361,18026,12483,5543,624,0,1413,-862,551,0
159344,139629,624,140253,19091,12483,6608,624,0,566,-275,291,0
149696,127375,651,128026,21670,12483,9187,651,0,6515,-1779,4736,0
140970,123101,652,123753,17217,12483,4734,652,0,634,-352,282,0
134442,112344,872,113216,21226,12483,8743,652,0,12764,-7926,4838,0
135109,117832,872,118704,16405,12483,3922,652,0,477,-135,342,0
135477,116887,652,117539,17938,12703,5235,652,0,594,-123,471,0
319205,294277,1699,295976,23229,12703,10526,652,0,3603,-101,3502,0
339741,311999,1323,313322,26419,12703,13716,376,0,897,-152,745,0
202707,179576,1323,180899,21808,12703,9105,376,0,2014,-1042,972,0
85321,60130,1323,61453,23868,12703,11165,376,0,7422,-3640,3782,0
28567,5918,376,6294,22273,13503,8770,376,0,10738,-2531,8207,0
31327,4744,2586,7330,23997,13503,10494,376,0,4405,-719,3686,0
31919,4605,2509,7114,24805,13503,11302,376,0,1029,-44,985,0
29657,8074,780,8854,20803,13503,7300,26,0,9490,-1641,7849,0
32475,5622,26,5648,26827,15692,11135,26,0,6129,-438,5691,0
29322,2471,26,2497,26825,20030,6795,26,0,4368,0,4368,0
29939,3281,26,3307,26632,20030,6602,26,0,468,-553,-85,0
13448,3568,26,3594,9854,1191,8663,26,0,3080,0,3080,0
16780,7214,26,7240,9540,1191,8349,26,0,4479,-540,3939,0
1919,1319,88,1407,512,393,130,0,0,11,0,11,0
1967,1327,80,1407,560,471,71,0,0,26,0,26,0
2007,1328,80,1408,599,471,71,0,0,75,0,75,0
2040,1330,90,1420,620,471,149,0,0,-26,0,-26,0
1433,763,90,853,580,471,76,0,0,12,0,12,0
1468,771,20,791,677,561,116,0,0,24,0,24,0
1491,775,30,805,686,561,125,0,0,43,0,43,0
1044,315,55,370,674,561,113,0,0,14,0,14,0
1017,290,0,290,727,561,188,0,0,4,0,4,0
1026,291,0,291,735,616,143,0,0,14,0,14,0
1022,287,0,287,735,616,143,0,0,8,0,8,0
1017,2,0,2,1015,616,423,0,0,0,0,0,0
1025,1,0,1,1024,957,92,0,0,0,0,0,0
1042,5,0,5,1037,957,92,0,0,0,0,0,0
1069,12,0,12,1057,965,92,0,0,0,0,0,0
1100,15,0,15,1085,965,120,0,0,24,0,24,0
1093,9,0,9,1084,965,119,0,0,26,0,26,0
1092,2,0,2,1090,965,125,0,0,2,0,2,0
1130,22,0,22,1108,965,143,0,0,51,0,51,0
1085,36,0,36,1049,965,84,0,0,124,0,124,0
1137,126,0,126,1011,965,46,0,0,329,0,329,0
1031,2,0,2,1029,965,64,0,0,46,0,46,0
1054,3,0,3,1051,966,85,0,0,12,0,12,0
18,6,0,6,12,965,-953,0,0,220,0,220,0
8,4,0,4,4,1033,-1033,0,0,19,0,19,0
7,4,0,4,3,1037,-1034,0,0,44,0,44,0
22,4,0,4,18,1037,-1019,0,0,29,0,29,0
17,5,0,5,12,1037,-1025,0,0,15,0,15,0
23,3,0,3,20,1037,-1017,0,0,34,0,34,0
58,10,0,10,48,1037,-989,0,0,64,0,64,0
32,3,0,3,29,1037,-1008,0,0,44,0,44,0
52,6,0,6,46,1037,-991,0,0,68,0,68,0
78,17,0,17,61,1037,-976,0,0,28,0,28,0
64,1,0,1,63,1037,-974,0,0,21,0,21,0
64,1,0,1,63,1037,-974,0,0,21,0,21,0
51,1,0,1,50,1037,-987,0,0,22,0,22,0
48,3,0,3,45,1037,-992,0,0,24,0,24,0
52,6,0,6,46,1037,-991,0,0,49,0,49,0
31,6,0,6,25,1037,-1012,0,0,15,0,15,0
24,0,0,0,24,1037,-1013,0,0,12,0,12,0
52,0,0,0,52,469,198,0,0,0,0,0,0
35,0,0,0,35,469,198,0,0,0,0,0,0
8159,197,553,750,7409,14176,0,64,0,0,0,0,0
8364,310,477,787,7577,14176,0,24,0,0,0,0,0
8611,450,402,852,7759,14176,0,8,0,1,0,1,0
8836,591,326,917,7919,14176,0,0,0,-1,0,-1,0
8430,134,251,385,8045,14176,0,0,0,0,0,0,0
8592,257,176,433,8159,14176,0,0,0,0,0,0,0
8207,6435,0,6435,1772,942,0,0,0,0,0,0,0
8328,6688,0,6688,1640,942,698,0,0,0,0,0,0
7908,6208,0,6208,1700,942,698,0,0,0,0,0,0
7823,6046,0,6046,1777,942,698,0,0,0,0,0,0
7969,6089,0,6089,1880,942,698,0,0,0,0,0,0
8136,6224,0,6224,1912,942,970,0,0,0,0,0,0
8110,6111,0,6111,1999,942,970,0,0,0,0,0,0
8293,6167,0,6167,2126,970,942,0,0,0,0,0,0
8421,6156,0,6156,2265,970,942,0,0,0,0,0,0
8630,6339,0,6339,2291,970,1321,0,0,0,0,0,0
8584,6172,0,6172,2412,970,1321,0,0,0,0,0,0
8822,6247,0,6247,2575,1321,970,0,0,0,0,0,0
9094,6346,0,6346,2748,1321,970,0,0,0,0,0,0
9132,6361,0,6361,2771,1321,1450,0,0,0,0,0,0
9206,6281,0,6281,2925,1321,1450,0,0,0,0,0,0
9342,6258,0,6258,3084,1321,1450,0,0,0,0,0,0
3600,315,0,315,3285,1321,1450,0,0,0,0,0,0
3408,204,0,204,3204,1321,1883,0,0,0,0,0,0
3471,221,0,221,3250,1321,1883,0,0,0,0,0,0
3410,119,0,119,3291,1321,1883,0,0,0,0,0,0
3451,145,0,145,3306,1321,1883,0,0,0,0,0,0
3439,141,0,141,3298,1321,1977,0,0,0,0,0,0
3415,142,0,142,3273,1321,1977,0,0,0,0,0,0
3441,147,0,147,3294,1321,1977,0,0,0,0,0,0
1439,5,105,110,1329,1321,0,0,0,0,0,0,0
1439,1,107,108,1331,1321,155,0,0,0,0,0,0
1397,0,109,109,1288,1321,10,0,0,0,0,0,0
1369,0,111,111,1258,1321,10,0,0,0,0,0,0
1370,0,113,113,1257,1321,10,0,0,0,0,0,0
1368,0,115,115,1253,1321,10,0,0,0,0,0,0
1303,9,117,126,1177,1321,10,0,0,0,0,0,0
1290,0,117,117,1173,1321,10,0,0,0,0,0,0
1277,0,119,119,1158,1321,10,0,0,0,0,0,0
1271,0,120,120,1151,1321,10,0,0,0,0,0,0
854130,139,5201,5340,848790,873831,-6523,0,0,0,0,0,0
868365,19951,5814,25765,842600,873831,-4458,0,0,0,0,0,0
1225102,2626,0,2626,1222476,1232361,-3764,0,0,0,0,0,0
1509222,615,33276,33891,1475331,1231506,257224,11275,0,0,0,0,0
2186457,6639,23346,29985,2156472,1851101,233992,3743,0,0,0,0,0
2211329,1036,19217,20253,2191076,1851101,-5805,0,0,0,0,0,0
2284138,676,18832,19508,2264630,1867228,-2130,0,0,0,0,0,0
2298110,45502,6404,51906,2246204,1867228,378976,6404,0,0,0,0,0
2473008,60651,6509,67160,2405848,1867228,366307,6509,0,0,0,0,0
2474210,481,6628,7109,2467101,1867228,368972,6628,0,0,0,0,0
2562737,461,6770,7231,2555506,1867228,353069,6770,0,0,0,0,0
2653944,28262,6993,35255,2618689,1867228,751461,6993,0,0,0,0,0
2906986,581,7111,7692,2899294,1867228,1032066,7111,0,0,0,0,0
3119352,406,7275,7681,3111671,1867228,700826,7275,0,0,0,0,0
12276037,410,1107070,1107480,11168557,4225485,6251711,263314,0,0,0,0,0
12547412,37443,1063561,1101004,11446408,4239757,7206651,247466,0,0,0,0,0
12863526,26146,1026224,1052370,11811156,4245135,7194278,223654,0,0,0,0,0
13295177,65877,1076780,1142657,12152520,4247759,7205159,258122,0,0,0,0,0
13394004,64570,1035961,1100531,12293473,4249901,7130008,227828,0,0,0,0,0
13651618,173818,1018112,1191930,12459688,4249901,8209787,222624,0,0,0,0,0
14135306,61286,997008,1058294,13077012,4249901,8227756,214167,0,0,0,0,0
14461730,69944,968326,1038270,13423460,4249901,8254116,198131,0,0,0,0,0
14187780,82005,948616,1030621,13157159,4249901,8285465,191067,0,0,0,0,0
14989732,209386,930982,1140368,13849364,4249901,9599463,186079,0,0,0,0,0
15401269,142753,901101,1043854,14357415,4249901,9613841,167839,0,0,0,0,0
15619761,48922,873837,922759,14697002,4249901,9629861,154225,0,0,0,0,0
15929027,60439,826571,887010,15042017,4340212,9641648,119605,0,0,0,0,0
16190160,178870,803564,982434,15207726,4363825,10843901,109244,0,0,0,0,0
16585488,113359,793714,907073,15678415,4417390,11261025,97213,0,0,0,0,0
16527325,37862,767010,804872,15722453,4425677,10354014,84909,0,0,0,0,0
16682802,47743,741160,788903,15893899,4425677,10177642,65175,0,0,0,0,0
16666941,30419,733878,764297,15902644,4425677,11476967,63989,0,0,0,0,0
16706703,43957,710792,754749,15951954,5011677,10940277,47010,0,0,0,0,0
17562815,10119,1502049,1512168,16050647,5011677,11038970,46051,0,0,0,0,0
17574183,24031,1487686,1511717,16062466,5011677,11050789,37805,0,0,0,0,0
24551231,751722,7967103,8718825,15832406,5111677,10720729,36566,0,0,0,0,0
26929931,1451904,7183369,8635273,18294658,7667615,10627043,35789,0,0,0,0,0
26990544,1488726,7655820,9144546,17845998,7667615,10178383,35751,0,0,0,0,0
26059424,2346522,6521732,8868254,17191170,7667615,9523555,35686,0,0,0,0,0
21019768,1982898,5827787,7810685,13209083,7667615,5541468,35451,0,0,0,0,0
9068,686,0,686,8382,5654,2728,0,0,434,0,434,0
4012,244,0,244,3768,2177,1201,0,0,403,0,403,0
11603,3307,0,3307,8296,2648,10182,3083,0,134,0,134,0
11324,22,3119,3141,8183,2648,9650,3119,0,114,0,114,0
11488,49,3154,3203,8285,2648,9650,3154,0,98,0,98,0
11714,101,3183,3284,8430,12298,0,3183,0,127,0,127,0
11925,7417,0,7417,4508,12298,0,7271,0,135,0,135,0
11995,7463,0,7463,4532,12298,0,7322,0,74,0,74,0
12055,7268,0,7268,4787,12298,0,7177,0,59,0,59,0
11168,6994,0,6994,4174,3531,0,6859,0,53,0,53,0
8069,3042,0,3042,5027,3531,0,2921,0,52,0,52,0
8234,2730,0,2730,5504,3531,0,2525,0,66,0,66,0
8113,51,0,51,8062,3531,0,0,0,43,0,43,0
8214,1950,0,1950,6264,3531,99,0,0,19,0,19,0
3655,2722,0,2722,933,1,0,2658,0,0,0,0,0
2738,167,0,167,2571,1,2570,0,0,46,0,46,0
2612,78,0,78,2534,1,2533,0,0,14,0,14,0
2541,52,0,52,2489,1,0,0,0,37,0,37,0
2515,687,0,687,1828,1,0,0,0,4,0,4,0
2177,349,0,349,1828,1,1827,0,0,3,0,3,0
2757,602,0,602,2155,1,2154,0,0,2,0,2,0
37384838,6374989,6869258,13244247,24140591,7634348,16865487,358135,0,3467645,-1435883,2031762,0
38850341,7410981,6617018,14027999,24822342,7770554,15555620,385815,0,2881656,-1351601,1530055,0
42760764,11189076,6563705,17752781,25007983,8299059,12893067,384018,0,3232074,-1495320,1736754,0
42427946,10403001,6413625,16816626,25611320,8303936,19611242,375692,0,4242683,-1823251,2419432,0
43376714,9776871,6290457,16067328,27309386,8321408,19624370,361625,0,3012804,-1493645,1519159,0
44002535,8891207,8383350,17274557,26727978,11743058,15550903,364196,0,2675950,-1357179,1318771,0
46380770,10490522,8394445,18884967,27495803,12176962,15330271,400631,0,3234620,-1586644,1647976,0
49319393,11697479,8758170,20455649,28863744,12187349,18023920,386590,0,4121229,-1858089,2263140,0
