A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,LABEL
787908489,536607202,0,0,52172709,33078042,5982,0,4496350,20179781,-13808072,6371709,0
816131152,554643276,0,0,54276101,33122569,5960,0,9671813,21917952,-14786824,7131128,0
859280120,571192875,0,0,56279126,33122569,4750,0,14017792,26876734,-21739754,5136980,0
890352257,572481618,0,0,58148690,33122569,4730,0,15117096,21105535,-15131095,5974440,0
913866693,580836511,0,0,59817963,33122569,4710,0,17666553,22500822,-16149583,6351239,0
962760903,602726998,0,0,61998776,33122569,4552,0,16739825,25093569,-19261748,5831821,0
1009923655,645454593,0,0,63844116,33122569,4666,0,18480941,22104770,-15854436,6250334,0
1049283624,670456746,0,0,65776796,48400000,4646,0,18769719,21046018,-14335686,6710332,0
1105744898,706574074,0,0,61848822,48400000,4624,0,22605718,21106633,-14325667,6780966,0
1138813786,738514308,0,0,62527717,48400000,10289,0,24784510,25678064,-20830193,4847871,0
1178131249,768455384,0,0,63802635,48400000,10269,0,18497435,26022606,-19523025,6499581,0
1224458597,783736092,0,0,69859729,54000000,10248,0,19545465,30777392,-24081303,6696089,0
1294187527,839101217,0,0,71464555,54000000,14576,0,21551471,28664624,-21925590,6739034,0
1344627835,886841959,0,0,69442420,54000000,14570,0,20416992,30050888,-23686908,6363980,0
1369739682,907583262,0,0,78845901,62100000,12878,0,23981136,37236325,-32129041,5107284,0
1381154731,931500709,0,0,77920212,62100000,12856,0,31950339,37893244,-32147035,5746209,0
1465549447,979510346,0,0,72600519,54000000,16143,0,39188458,46360828,-43236290,3124538,0
1460958067,959522792,0,0,71944144,60000000,16073,0,38141973,35775809,-29057809,6718000,0
1510509513,954118423,0,0,72411410,60000000,16055,0,37221149,58727589,-60205188,-1477599,0
1514682955,992636412,0,0,70673370,60000000,16038,0,44381683,39972450,-33398769,6573681,0
1515592202,992172749,0,0,73078482,60000000,17108,0,37205938,36309513,-29638147,6671366,0
1551538657,1060436763,0,0,72586421,67000000,17100,0,34390697,37088854,-28303350,8785504,0
1550909341,1076127356,0,0,74597333,67000000,17083,0,33557089,47073757,-39966339,7107418,0
1506277684,1057475953,0,0,76218169,67000000,17065,0,32315094,44870484,-35841991,9028493,0
1465545790,1069323820,0,0,78452639,67000000,17862,0,31256190,39462392,-32384390,7078002,0
1503116042,1108583688,0,0,79741790,67000000,13864,0,34188849,40953222,-34778855,6174367,0
1458256150,1072148500,0,0,82118819,67000000,13846,0,32539625,34120135,-26376621,7743514,0
1425212839,1010834540,0,0,87530779,67000000,13828,0,33545739,35134991,-28252051,6882940,0
1478842483,1047925155,0,0,89772628,67000000,14330,0,36361073,30177213,-23831116,6346097,0
1513677590,1056216338,0,0,91567645,67000000,15804,0,40000787,41983255,-37005569,4977686,0
1539260851,1076557847,0,0,92759223,67000000,15786,0,42507922,34320537,-27036833,7283704,0
1479378963,1043152700,0,0,91989546,67000000,15708,0,40407978,28458370,-20479150,7979220,0
1579306479,1158400214,0,0,94521969,67000000,15954,0,42072530,31678066,-23644941,8033125,0
1601798332,1201840117,0,0,91685951,67000000,16253,0,41041611,31310843,-23004361,8306482,0
1568535637,1147187782,0,0,94496214,67000000,60360,0,46503868,37578893,-32510834,5068059,0
1538887600,1094763799,0,0,98895999,67000000,1367250,0,44679249,27922761,-21568831,6353930,0
1663538088,1195207389,0,0,102220480,67000000,1390584,0,55938793,47439114,-47536888,-97774,0
1780471320,1303577362,0,0,105006525,67000000,1390573,0,48291972,29699725,-24162841,5536884,0
1839773399,1349130216,0,0,112088236,90000000,1400493,0,48890124,26372421,-20473821,5898600,0
1782539204,0,0,0,116723222,90000023,40574588,32993546,0,18227121,-8562886,9664235,0
7753070,5345675,0,0,772381,500000,12341,0,0,378020,-155942,222078,0
8398295,5856275,0,0,795838,500000,12341,0,0,407056,-195185,211871,0
8573194,5865126,0,0,838953,500000,12341,0,0,429663,-230694,198969,0
8308214,5558084,0,0,779933,500000,12341,0,0,431624,-205189,226435,0
8585064,5637945,0,0,825590,500000,12341,0,0,429087,-189078,240009,0
9220171,6200035,0,0,869785,500000,12341,0,0,436918,-175378,261540,0
9687887,6528438,0,0,916681,500000,12341,0,0,446178,-194196,251982,0
9330762,5853461,0,0,946274,500000,12341,0,0,439246,-158830,280416,0
9365001,5584005,0,0,947620,500000,12341,0,0,421643,-138613,283030,0
10650877,6646254,0,0,972881,860500,12341,0,0,461139,-191255,269884,0
11144655,6956235,0,0,1002748,860500,12341,0,0,491855,-218074,273781,0
10946423,6669209,0,0,1066087,860500,12341,0,0,500147,-236366,263781,0
11357622,7457145,0,0,1101934,860500,12341,0,0,512261,-248209,264052,0
11815547,6993266,0,0,1126603,860500,12341,0,0,529755,-273320,256435,0
12314473,7109291,0,0,1133961,860500,12341,0,0,555454,-321050,234404,0
12100257,7109057,0,0,1165306,860500,12341,0,0,581668,-298836,282832,0
12851007,7593097,0,0,1181380,860500,12341,0,0,592741,-336819,255922,0
12960419,7591665,0,0,1186144,900000,0,0,0,597128,-360322,236806,0
13405909,7821985,0,0,1206854,900000,0,0,0,633342,-411469,221873,0
13131444,7389074,0,0,1218807,900000,0,0,0,650351,-392252,258099,0
13289534,7275213,0,0,1207857,900000,0,0,0,659975,-393421,266554,0
13386824,7324468,0,0,1092968,900000,0,0,0,676800,-345108,331692,0
13640935,6948144,0,0,1204870,900000,0,0,0,657675,-365316,292359,0
13356144,7407222,0,0,1174156,900000,0,0,0,650943,-327130,323813,0
13575618,7417804,0,0,1190691,900000,0,0,0,630922,-388627,242295,0
13421475,7163001,0,0,1208885,900000,0,0,0,609315,-243745,365570,0
13780638,7248918,0,0,1256381,900000,0,0,0,607445,-232045,375400,0
13853374,7058121,0,0,1270882,900000,0,0,0,592437,-207227,385210,0
14330695,7315457,0,0,1346033,900000,0,0,0,568359,-173296,395063,0
14603993,7309240,0,0,1385853,900000,0,0,0,573236,-200525,372711,0
14891826,7603530,0,0,1439394,900000,0,0,0,566710,-219481,347229,0
14977521,7780429,0,0,1365094,900000,0,0,0,568994,-191662,377332,0
15211164,8023501,0,0,1430620,900000,0,0,0,548078,-199029,349049,0
15894064,8460343,0,0,1499912,900000,0,0,0,573869,-154757,419112,0
16011400,8399987,0,0,1544671,900000,0,0,0,575157,-164381,410776,0
16589813,8365560,0,0,1737325,900000,0,0,0,633291,-181325,451966,0
17554464,9464881,0,0,1759805,900000,0,0,0,551997,-147412,404585,0
19243843,10301914,0,0,1860252,900000,0,0,0,555630,-138255,417375,0
21415135,0,0,0,1950985,1300000,691760,612378,0,634553,-142923,491630,0
24786053,0,0,0,1977936,1300000,881913,620968,0,656939,-165593,491346,0
107501989,8494925,22257275,30752200,76749789,31305331,43626303,1519020,0,1086571,-59780,1026791,0
103588034,5286063,22255946,27542009,76046025,31305331,42647845,1570875,0,460170,0,460170,0
106466923,8220881,20745137,28966018,77500905,31305331,42639335,1812757,0,389594,0,389594,0
111690509,9635996,25211004,34847000,76843509,31305331,45325371,1918545,0,696063,-97114,598949,0
113784230,10634344,24958404,35592748,78191482,31305331,45342888,2055624,0,1269165,-67431,1201734,0
112966502,11647170,22535331,34182501,78784001,31305331,44619354,2096655,0,89117,-35388,53729,0
113353620,11325489,22442004,33767493,79586127,31305331,44619354,2333421,0,529208,-11459,517749,0
101977395,8854893,26038557,34893450,67083945,31305331,37318718,3702499,0,893010,-34670,858340,0
100160283,7836342,25531725,33368067,66792216,31305331,37326013,3978518,0,561885,-21763,540122,0
98553937,4608574,27485516,32094090,66459847,31305331,36884756,4378806,0,526383,-29495,496888,0
96953296,3915582,27543968,31459550,65493746,31305331,36884756,4595300,0,686103,-24000,662103,0
94242805,4347236,29401859,33749095,60493710,31305331,37843529,6775503,0,1196355,-55230,1141125,0
95040055,4775013,28827719,33602732,61437323,31305331,30827380,7186599,0,737561,-27198,710363,0
94056289,4596950,28521784,33118734,60937555,31305331,30382907,7777926,0,816732,-64197,752535,0
96389305,4698664,33399895,38098559,58290746,31305331,30382907,9737091,0,734485,-784664,-50179,0
96267376,5134471,34593354,39727825,56539551,31305331,28307381,8724116,0,527172,-2131124,-1603952,0
101648650,5461413,38358923,43820336,57828314,31305331,28307381,8911101,0,803581,-693124,110457,0
99967773,5417166,38118127,43535293,56432480,31305331,28281359,9768355,0,814781,-701757,113024,0
100729544,6020195,42343309,48363504,52366040,31305331,28281359,11288885,0,387695,-696641,-308946,0
95163195,5688269,47382912,53071181,42092014,31305331,26048342,17239043,0,491335,-778310,-286975,0
94671664,6670234,49856277,56526511,38145153,31305331,26048342,22099629,0,839970,-910612,-70642,0
112251850,8167416,53145027,61312443,50939407,31305331,13867170,26647752,0,792667,-891843,-99176,0
116425979,8801253,55820750,64622003,51803976,31305331,13867170,29063891,0,970018,-1027824,-57806,0
116607881,9730349,62674062,72404411,44203470,31305331,13867170,34591712,0,846690,-983740,-137050,0
119139006,9601938,63917458,73519396,45619610,31305331,16885850,36138703,0,872616,-860870,11746,0
120161962,9819417,64378623,74198040,45963922,31305331,16885850,37227313,0,1040242,-843396,196846,0
121263861,9241153,65466435,74707588,46556273,31305331,16885850,39190052,0,984157,-855807,128350,0
121284602,12844104,66101121,78945225,42339377,31305331,15189024,39453829,0,1614253,-1351299,262954,0
121647188,13113690,66275633,79389323,42257865,31305331,15189024,39759994,0,932935,-879772,53163,0
125530467,12687198,67841381,80528579,45001888,31305331,15189024,39973332,0,944498,-879234,65264,0
126272811,17251958,65707244,82959202,43313609,31305331,15189024,41983883,0,173023,-23347,149676,0
132597242,27472035,49582301,77054336,55542906,31305331,29754999,22339158,0,-1381628,1555474,173846,0
133857022,27152205,49739580,76891785,56965237,31305331,29754999,22205721,0,141572,-2883,138689,0
138912275,15759931,60838832,76598763,62313512,31305331,29754999,22292260,0,95995,-48600,47395,0
134553289,12447745,59055768,71503513,63049776,31305331,29754999,22452510,0,3977,-2922,1055,0
132697313,13450971,48339541,61790512,70906801,31305331,45506291,18057979,0,124981,-12614,112367,0
131311390,13009116,47252592,60261708,71049682,39057271,37754351,17413111,0,-3568,-3659,-7227,0
135360047,13687079,45864701,59551780,75808267,39057271,37754351,16518840,0,-18833,-899,-19732,0
132656977,11816471,44978859,56795330,75861647,39057271,37754351,15763182,0,7288,-19,7269,0
130477399,15314809,41684283,56999092,73478307,39057271,42775224,17859740,0,312149,-170547,141602,0
605062,30140,97270,127410,477652,342056,41594,7888,0,4297,-485,3812,0
606053,21927,97270,119197,486856,342056,41594,7888,0,6960,-783,6177,0
641028,21302,97270,118572,522456,342056,41594,7888,0,7231,-825,6406,0
654075,18183,117577,135760,518315,342056,41594,7196,0,8892,-25208,-16316,0
667294,14176,117577,131753,535541,342056,41594,7196,0,8194,-8269,-75,0
676374,12790,117577,130367,546007,342056,41569,7196,0,15643,-9616,6027,0
787517,30660,203751,234411,553106,342056,41569,7196,0,12927,-7872,5055,0
998784,31941,374981,406922,591862,342056,43241,9244,0,8406,-6191,2215,0
643688,16053,309269,325322,318366,342056,43241,9244,0,12338,-7294,5044,0
725829,45107,309269,354376,371453,342056,14020,11538,0,10000,-6886,3114,0
821972,35888,320090,355978,465994,342056,14020,10911,0,4972,-5466,-494,0
652910,26963,317603,344566,308344,342056,11969,8317,0,10924,-13167,-2243,0
578620,25091,317625,342716,235904,342056,11969,8275,0,13681,-12983,698,0
473059,25687,317639,343326,129733,342056,11969,8289,0,16183,-12672,3511,0
453996,29744,317563,347307,106689,342056,11969,8305,0,28633,-23218,5415,0
523349,28727,317538,346265,177084,342056,11969,8305,0,10381,-12489,-2108,0
454540,24768,317520,342288,112252,342056,11969,8305,0,8123,-6435,1688,0
465805,22699,317520,340219,125586,342056,11969,8251,0,8335,-6488,1847,0
404677,21497,174601,196098,208579,566025,0,8251,0,4068,-5090,-1022,0
714992,22731,105625,128356,586636,566025,0,8356,0,4959,-5740,-781,0
670242,24839,105645,130484,539758,566025,0,8375,0,8637,-6357,2280,0
729133,25906,108057,133963,595170,566025,0,10788,0,11588,-9075,2513,0
710237,23352,108077,131429,578808,566025,0,10808,0,8689,-8282,407,0
744792,16333,108097,124430,620362,566025,0,10827,0,6895,-6553,342,0
675398,4332,108115,112447,562951,566025,0,10845,0,7898,-6022,1876,0
658140,4267,108153,112420,545720,566025,0,10883,0,6393,-4426,1967,0
687081,4802,101187,105989,581092,566025,0,3917,0,16063,-5433,10630,0
754502,24157,97366,121523,632979,566025,24635,96,0,19422,-18631,791,0
652640,20984,97366,118350,534290,566025,24635,96,0,6786,-5515,1271,0
822485,18659,97365,116024,706461,566025,24635,96,0,12404,-10696,1708,0
759412,18880,97093,115973,643439,566025,24635,96,0,25311,-19754,5557,0
711338,27443,96782,124225,587113,566025,18677,1,0,28384,-19828,8556,0
672346,23218,96782,120000,552346,566025,18677,6016,0,9082,-8146,936,0
542034,47281,103222,150503,391531,566025,18677,6085,0,10162,-9171,991,0
599233,49284,98969,148253,450980,566025,18677,100,0,0,0,0,0
1048005,73237,190782,264019,783986,566025,108575,101,0,41026,-30914,10112,0
1049831,64748,190782,255530,794301,566025,108575,101,0,15714,-13152,2562,0
954192,55529,190782,246311,707881,566025,108575,201,0,9731,-9399,332,0
1094086,58966,186289,245255,848831,566025,108575,200,0,10625,-7447,3178,0
1404397,639968,85660,725628,678769,566025,137724,200,0,16202,-12364,3838,0
4736343,2201159,1329747,3530906,1205437,862726,281839,71726,0,5842620,-4243244,1599376,0
2612017,234627,679183,913810,1698207,698171,1119324,0,0,0,0,0,0
2573451,253621,679183,932804,1640647,698171,1101824,0,0,0,0,0,0
7540993,843350,2776466,3619816,3921177,5599320,153168,452120,0,827150,-509642,317508,0
7464617,908557,2509955,3418512,4046105,5599320,153168,461659,0,841391,-522713,318678,0
7711040,971994,2669364,3641358,4069682,5599320,153168,468530,0,885307,-546623,338684,0
7539239,1227327,2124073,3351400,4187839,5599320,153168,427126,0,925750,-552120,373630,0
7585425,1206131,2076857,3282988,4302437,5599320,153168,437124,0,978494,-598702,379792,0
7116440,1068240,1716196,2784436,4332004,5599320,153168,450265,0,999602,-636010,363592,0
7531403,1348271,1743110,3091381,4440022,5599320,153168,427240,0,1055188,-675292,379896,0
7850181,1948104,1320536,3268640,4581541,5599320,152122,227122,0,1122606,-714084,408522,0
8290651,2273214,1321004,3594218,4696433,5599320,152122,234587,0,1198224,-779574,418650,0
8817939,2708286,1371250,4079536,4738403,5599320,152122,240951,0,1250315,-862654,387661,0
11030648,3762057,1509691,5271748,5758900,5599320,1102418,312296,0,1317803,-939577,378226,0
12817237,3998901,3085204,7084105,5733132,5599320,1084239,627746,0,2381490,-1448167,933323,0
12735180,3208818,2863815,6072633,6662547,5599320,1957394,642186,0,2702382,-1876830,825552,0
13020009,3301737,2861078,6162815,6857194,6479351,1084239,656641,0,2863723,-1930815,932908,0
13430941,2192561,4425991,6618552,6812389,6479351,1084239,683518,0,2989156,-2017493,971663,0
51850,98,51758,51856,-6,1,0,65,0,2020,-479,1541,0
51858,106,51758,51864,-6,1,0,66,0,1665,-354,1311,0
51914,162,51758,51920,-6,1,0,113,0,1789,-450,1339,0
61686,150,61542,61692,-6,1,0,111,0,1737,-463,1274,0
37269,122,37153,37275,-6,1,0,106,0,1955,-372,1583,0
37265,118,37153,37271,-6,1,0,92,0,1137,-276,861,0
37354,207,37153,37360,-6,1,0,170,0,1135,-236,899,0
37266,119,37153,37272,-6,1,0,97,0,1158,-370,788,0
37319,172,37153,37325,-6,1,0,145,0,1356,-363,993,0
37756,609,37153,37762,-6,1,0,542,0,1191,-187,1004,0
37750,603,37153,37756,-6,1,0,581,0,1250,-279,971,0
34547,893,33653,34546,1,1,0,819,0,1391,-447,944,0
37163,604,36558,37162,1,1,0,3466,0,1169,-329,840,0
37236,654,36581,37235,1,1,0,3541,0,1062,-297,765,0
37233,625,36607,37232,1,1,0,3511,0,1067,-439,628,0
45644,937,44706,45643,1,1,0,3820,0,1361,-392,969,0
45511,777,44733,45510,1,1,0,3742,0,1124,-245,879,0
45560,797,44762,45559,1,1,0,3792,0,1108,-196,912,0
45615,819,44795,45614,1,1,0,3849,0,1072,-303,769,0
46059,1202,44856,46058,1,1,0,4235,0,1333,-298,1035,0
46119,1231,44887,46118,1,1,0,4323,0,1221,-239,982,0
46301,1379,44921,46300,1,1,0,4505,0,1021,-327,694,0
46346,1391,44954,46345,1,1,0,4550,0,1043,-347,696,0
42282,1587,41280,42867,-585,1,0,4752,0,1128,-509,619,0
42020,1321,41310,42631,-611,1,0,4544,0,969,-261,708,0
42010,1338,41337,42675,-665,1,0,4590,0,949,-331,618,0
42043,1386,41361,42747,-704,1,0,4661,0,988,-286,702,0
43718,1626,42808,44434,-716,1,0,4892,0,1222,-271,951,0
43584,1471,42824,44295,-711,1,0,4749,0,1005,-509,496,0
43585,1496,42839,44335,-750,1,0,4821,0,949,-445,504,0
43527,1426,42852,44278,-751,1,0,4763,0,933,-219,714,0
3635,246,3388,3634,1,1,0,3580,0,1157,-115,1042,0
52331,420,10137,10557,41774,203,21816,0,0,0,0,0,0
52962,1345,10886,12231,40731,16549,5471,0,0,0,0,0,0
43987,379,8618,8997,34990,16549,1830,0,0,0,0,0,0
46224,797,8777,9574,36650,16549,3064,0,0,0,0,0,0
49050,869,9638,10507,38543,16549,3064,0,0,0,0,0,0
49937,1282,9197,10479,39458,16549,3064,0,0,0,0,0,0
42795,625,6861,7486,35309,16549,3064,0,0,0,0,0,0
43089,1315,6823,8138,34951,16549,5159,0,0,0,0,0,1
8751,867,32535,33402,-24651,10,0,0,0,71,0,71,0
8750,893,32117,33010,-24260,10,0,0,0,74,0,74,0
8751,866,32382,33248,-24497,10,0,0,0,77,0,77,0
8601,903,35511,36414,-27813,10,0,3182,0,77,0,77,0
8577,887,35674,36561,-27984,10,0,2902,0,76,0,76,0
8577,896,36399,37295,-28718,10,0,2902,0,80,0,80,0
8577,891,37574,38465,-29888,10,0,2902,0,172,0,172,0
8606,858,37805,38663,-30057,10,0,2901,0,-8,0,-8,0
8583,805,39655,40460,-31877,10,0,3898,0,79,0,79,0
8587,781,39654,40435,-31848,10,0,3892,0,87,0,87,0
8582,809,39601,40410,-31828,10,0,3892,0,86,0,86,0
14905,823,42633,43456,-28551,10,75,3892,0,88,0,88,0
14905,838,43483,44321,-29416,10,75,3892,0,86,0,86,0
14905,827,43418,44245,-29340,10,75,3892,0,90,0,90,0
14905,829,43168,43997,-29092,10,75,3892,0,91,0,91,0
15537,939,44147,45086,-29549,10,75,3892,0,92,0,92,0
15558,945,44850,45795,-30237,10,75,3892,0,92,0,92,0
15533,959,45618,46577,-31044,10,75,3892,0,93,0,93,0
15540,932,46310,47242,-31702,10,75,3892,0,95,0,95,0
16657,949,48182,49131,-32474,10,75,3892,0,125,0,125,0
16664,954,49354,50308,-33644,10,75,3892,0,95,0,95,0
16695,981,50501,51482,-34787,10,75,3892,0,103,0,103,0
16698,954,50739,51693,-34995,10,75,3892,0,105,0,105,0
17600,43,51955,51998,-34398,10,0,4521,0,106,0,106,0
17610,87,52276,52363,-34753,10,0,4521,0,105,0,105,0
17784,274,51127,51401,-33617,10,0,4521,0,107,0,107,0
18006,404,51065,51469,-33463,10,0,4521,0,108,0,108,0
18669,59,56748,56807,-38138,10,0,9177,0,109,0,109,0
18703,70,57371,57441,-38738,10,0,9177,0,113,0,113,0
18715,72,59003,59075,-40360,10,0,9177,0,110,0,110,0
18694,21,60012,60033,-41339,10,0,9177,0,111,0,111,0
19473,36,59986,60022,-40549,10,0,9177,0,110,0,110,0
19469,33,63297,63330,-43861,10,0,11500,0,111,0,111,0
19475,27,66863,66890,-47415,10,0,14075,0,117,0,117,0
19470,43,66718,66761,-47291,10,0,14075,0,120,0,120,0
20257,21,68419,68440,-48183,10,0,14075,0,119,0,119,0
20301,36,69238,69274,-48973,10,0,14075,0,116,0,116,0
20267,38,70540,70578,-50311,10,0,14075,0,129,0,129,0
20244,36,71374,71410,-51166,10,0,10094,0,127,0,127,0
21064,19,75908,75927,-54863,10,0,10094,0,127,0,127,0
2154,0,0,0,2154,2357,0,0,0,0,0,0,0
116378,36152,57117,93269,23109,230,22879,0,0,61374,-34481,26893,0
430028,89840,255128,344968,85060,76205,8855,0,0,111294,-61040,50254,0
19945,3,3829,3832,16113,8579,0,0,0,0,0,0,0
17896,109,2266,2375,15521,8579,0,0,0,0,0,0,0
14911,1,756,757,14154,8579,0,0,0,0,0,0,0
14953,73,167,240,14713,8579,233,0,0,0,0,0,0
15414,75,121,196,15218,8579,233,0,0,0,0,0,0
15928,116,54,170,15758,8579,233,0,0,0,0,0,0
14554,49,47,96,14458,8579,233,0,0,0,0,0,0
14579,334,56,390,14189,8579,1166,0,0,0,0,0,1
190,1983,39058,41041,-40851,568409,104491,962,0,9,0,9,1
181,1987,39848,41835,-41654,568409,104491,962,0,11,0,11,1
354,4007,133241,137248,-136894,378856,0,0,0,0,0,0,0
193106,3354,47802,51156,141950,678856,0,0,0,0,0,0,0
190177,5066,47802,52868,137309,678856,0,0,0,0,0,0,0
180253,3666,47802,51468,128785,678856,0,0,0,0,0,0,0
175367,6952,47802,54754,120613,678856,0,0,0,0,0,0,0
89730,8782,47802,56584,33146,678856,0,0,0,0,0,0,0
66112,20265,47802,68067,-1955,678856,0,0,0,0,0,0,0
154242,46761,47802,94563,59679,778856,0,0,0,0,0,0,0
106876,23974,47802,71776,35100,778856,0,0,0,0,0,0,0
67562,25119,47802,72921,-5359,778856,0,0,0,0,0,0,0
33047,11914,47802,59716,-26669,778856,0,0,0,0,0,0,0
13706,20618,47802,68420,-54714,778856,0,0,0,0,0,0,0
248018,4963,3212,8175,239843,1078856,0,0,0,0,0,0,0
207551,9462,3212,12674,194877,1078856,0,0,0,0,0,0,0
177402,462,3212,3674,173728,1078856,0,0,0,0,0,0,0
150013,45,0,45,149968,1078856,0,0,0,0,0,0,0
106286,184,0,184,106102,1078856,0,0,0,0,0,0,0
61724,441,0,441,61283,1078856,0,0,0,0,0,0,0
37370,152,0,152,37218,1078856,0,0,0,0,0,0,0
7664,260,0,260,7404,1078856,0,0,0,0,0,0,0
83195,173,0,173,83022,1178856,0,0,0,0,0,0,0
24902,1409,0,1409,23493,1178856,0,0,0,0,0,0,0
202924,350,8763,9113,193811,1378856,0,0,0,0,0,0,0
166121,30402,0,30402,135719,1378856,0,30000,0,0,0,0,0
70066,237,0,237,69829,1378856,0,0,0,0,0,0,0
28659,200,0,200,28459,1378856,0,0,0,0,0,0,0
204988,252,0,252,204736,1578856,0,0,0,0,0,0,0
178614,366,0,366,178248,1578856,0,0,0,0,0,0,0
117865,219,0,219,117646,1578856,0,0,0,0,0,0,0
73444,432,0,432,73012,1578856,0,0,0,0,0,0,0
48578,213,0,213,48365,1578856,0,0,0,0,0,0,0
16586,568,0,568,16018,1578856,0,0,0,0,0,0,0
151403,433,0,433,150970,1778856,0,0,0,0,0,0,0
107359,383,0,383,106976,1778856,0,0,0,0,0,0,0
83168,357,0,357,82811,1778856,0,0,0,0,0,0,0
52829,646,0,646,52183,1778856,0,0,0,0,0,0,0
176911,651,42428,43079,133832,1928856,0,0,0,0,0,0,0
82897,612,0,612,82285,1928856,0,0,0,0,0,0,0
56853,356,0,356,56497,1928856,0,0,0,0,0,0,0
25767,914,0,914,24853,1928856,0,0,0,0,0,0,0
455949,306859,183440,490299,-34350,419455,7506,429409,0,0,0,0,0
463340,343815,186322,530137,-66797,419455,18730,464694,0,0,0,0,0
721689,334478,189477,523955,197734,419455,258072,310864,0,0,0,0,0
898578,666560,310016,976576,-77998,419455,-111,447894,0,99,-31,68,0
926398,671829,343207,1015036,-88638,419455,-111,456535,0,175,-1216,-1041,0
946672,453157,528268,981425,-34753,419455,-111,279590,0,140,-1261,-1121,0
953337,153795,553206,707001,246336,719455,-111,289070,0,438,-3313,-2875,0
986848,180626,543679,724305,262543,719455,-111,408785,0,1539,-3416,-1877,0
1011599,173223,605458,778681,232918,719455,-111,417514,0,1324,-4814,-3490,0
1060488,235340,665251,900591,159897,263034,0,462730,0,1501,-14577,-13076,0
1098501,246890,718157,965047,133454,263034,0,469906,0,35422,-25296,10126,0
1173060,289525,766952,1056477,116583,263145,-111,850507,0,3989,-15473,-11484,0
1168334,276712,821907,1098619,69715,263145,-111,904850,0,3159,-31241,-28082,0
1263497,337246,891035,1228281,35216,263145,-111,955635,0,4509,-33263,-28754,0
1461923,413542,976619,1390161,71762,263145,-111,1034776,0,7475,-69320,-61845,0
1833542,469744,1361952,1831696,1846,263145,-111,1415800,0,15953,-46205,-30252,0
1771169,442834,1390202,1833036,-61867,263145,-111,1446195,0,7846,-40246,-32400,0
1951847,364912,1731588,2096500,-144653,263145,-111,146824,0,9173,-35724,-26551,0
2272656,386712,2093151,2479863,-207207,263145,-111,151864,0,15518,-40639,-25121,0
2554529,382673,2390614,2773287,-218758,263145,-111,547134,0,12555,-45542,-32987,0
2504498,107610,2697286,2804896,-300398,263145,-111,164463,0,13565,-44822,-31257,0
2747920,121859,3008125,3129984,-382064,263145,-111,90641,0,12257,-41510,-29253,0
2756740,104234,3102664,3206898,-450158,263145,-111,91545,0,13254,-42933,-29679,0
3059928,97490,3462541,3560031,-500103,263145,-111,91245,0,16978,-30411,-13433,0
3129521,154585,3537946,3692531,-563010,263145,-111,89950,0,16370,-47914,-31544,0
3299712,147546,3735917,3883463,-583751,263145,-111,91301,0,16419,-43967,-27548,0
3329458,170690,2468160,2638850,690608,263145,1331411,94500,0,16596,-47590,-30994,0
3425226,230354,2605051,2835405,589821,1594667,-111,97041,0,23908,-53775,-29867,0
3465260,232313,2705826,2938139,527121,1594667,-111,98844,0,30558,-62762,-32204,0
3513199,228433,2813597,3042030,471169,1594667,-111,99390,0,29118,-58826,-29708,0
3479585,256793,2854236,3111029,368556,1594667,-111,101621,0,38843,-92657,-53814,0
3585269,191679,3023156,3214835,370434,1594667,-111,93323,0,101133,-103641,-2508,0
3667342,191463,3222979,3414442,252900,1594667,-111,94307,0,40946,-100711,-59765,0
3566976,189921,3238877,3428798,138178,1594667,-111,92377,0,44151,-100920,-56769,0
3486473,210375,3242054,3452429,34044,1594667,-111,89154,0,58892,-104498,-45606,0
4297986,233786,2417467,2651253,1646733,1594667,1512611,81440,0,60264,-111776,-51512,0
4308761,267362,2409662,2677024,1631737,1594667,1512611,80271,0,63513,-102979,-39466,0
4272808,252561,2414214,2666775,1606033,3107339,-111,81303,0,63887,-113112,-49225,0
4230853,236782,2402524,2639306,1591547,3107339,-111,87443,0,70796,-111818,-41022,0
4244013,300964,2389810,2690774,1553239,3107339,-111,84141,0,68627,-130598,-61971,0
126879,5690528,294884,5985412,-5858533,268100,-2422,206226,0,1100,0,1100,0
126941,5861964,295522,6157486,-6030545,268100,-2422,206235,0,1151,0,1151,0
127859,5989182,296381,6285563,-6157704,268100,-2422,206462,0,1188,0,1188,0
125446,6138619,296627,6435246,-6309800,268100,-2422,206090,0,1215,0,1215,0
124159,6276640,295967,6572607,-6448448,268100,-2422,204812,0,1223,0,1223,0
123260,6434021,296584,6730605,-6607345,268100,-2422,204820,0,1319,0,1319,0
120908,6588496,297529,6886025,-6765117,268100,-2422,204827,0,1320,0,1320,0
121660,6779934,298560,7078494,-6956834,268100,-2422,204834,0,1352,0,1352,0
122391,6985642,299479,7285121,-7162730,268100,-2422,204842,0,1518,0,1518,0
122515,7229583,380839,7610422,-7487907,268100,-2422,285483,0,1426,0,1426,0
122397,7367684,361898,7729582,-7607185,268100,-2422,266505,0,1463,0,1463,0
122236,7672753,377647,8050400,-7928164,268100,-2422,282365,0,1538,0,1538,0
122232,7904627,377683,8282310,-8160078,268100,-2422,282366,0,1518,0,1518,0
82560,8045415,330340,8375755,-8293195,268100,-2422,234533,0,1431,0,1431,0
